_CustomObjectKey,ID_TITULO,ID_SERIE,ID_PLANO,DATA_SORTEIO
415705,365069,AA,"PU36C ",2019-07-06
415706,143337,AA,"A60PM ",2020-10-07
415707,149950,AA,"A60PM ",2020-10-07
415708,146718,AA,"PMG48 ",2020-11-04
415709,776311,AA,"PM60V ",2020-04-11
415710,815170,AA,"PM604 ",2020-04-11
415711,62019,AA,"PM605 ",2020-12-05
415712,153343,AA,"PM36G ",2020-12-05
415713,147596,AA,"PM363 ",2020-12-05
415714,282326,AA,"PM488 ",2019-11-02
415715,710706,AA,"PM604 ",2018-12-08
415716,57549,AA,"PM604 ",2018-12-22
415717,391533,AA,"PM48I ",2019-05-04
415718,16449,AA,"36PM2 ",2019-05-04
415719,1427,AA,"PM607 ",2020-08-01
415720,104950,AA,"PM483 ",2020-08-01
415721,24369,AA,"36PM2 ",2020-11-07
415722,139075,AA,"PM488 ",2021-01-02
415723,140718,AA,"PM488 ",2021-01-02
415724,135812,AA,"PM604 ",2019-11-02
415725,191885,AA,"PM48G ",2019-11-02
415726,70525,AA,"PM363 ",2019-11-02
415727,1103,AA,"PMA36 ",2021-01-06
415728,4924,AA,"PMA36 ",2021-01-06
415729,5369,AA,"PMD60 ",2021-01-06
415730,129132,AA,"A60PM ",2020-12-02
415731,189554,AA,"PM483 ",2019-07-06
415732,248648,AA,"PM483 ",2019-07-06
415733,467197,AA,"PM48G ",2020-06-06
415734,119195,AA,"PM363 ",2020-06-06
415735,623801,AA,"PM604 ",2020-03-14
415736,133632,AA,"PMA48 ",2020-11-04
415737,148064,AA,"PMG48 ",2020-11-04
415738,146728,AA,"A48PM ",2020-12-02
415739,152895,AA,"PM366 ",2020-12-05
415740,563238,AA,"PM489 ",2020-12-05
415741,624400,AA,"PM604 ",2020-12-05
415742,200335,AC,"PU36C ",2020-12-05
415743,71515,AA,"PM363 ",2019-11-02
415744,86388,AA,"PU242 ",2019-11-02
415745,37628,AA,"PM607 ",2019-05-04
415746,386142,AA,"PM488 ",2019-05-04
415747,34883,AC,"PU36C ",2020-08-01
415748,72378,AA,"PM483 ",2020-08-01
415749,97073,AA,"PM24D ",2020-08-01
415750,512496,AA,"PM489 ",2020-08-15
415751,507657,AA,"PM48G ",2020-08-15
415752,74070,AA,"PM486 ",2021-01-02
415753,597600,AA,"PM60V ",2019-07-13
415754,173806,AA,"PM604 ",2019-07-13
415755,248007,AA,"PM604 ",2019-07-13
415756,142741,AA,"PM604 ",2019-01-19
415757,172483,AA,"PM604 ",2019-01-19
415758,716493,AA,"PM604 ",2019-10-26
415759,202871,AA,"PM60V ",2019-11-09
415760,254096,AA,"PM72P ",2019-11-13
415761,301031,AA,"PM48G ",2019-10-05
415762,275450,AA,"PM485 ",2019-10-05
415763,309946,AA,"PM604 ",2019-10-05
415764,232986,AA,"PM486 ",2020-02-01
415765,99430,AA,"PM489 ",2019-08-17
415766,101436,AA,"PM483 ",2019-08-17
415767,57356,AA,"PM36G ",2020-03-07
415768,447039,AA,"PM604 ",2019-01-19
415769,577419,AA,"PM604 ",2019-01-19
415770,788582,AA,"PM604 ",2019-01-19
415771,33445,AA,"36PM3 ",2019-01-19
415772,20492,AB,"PM604 ",2019-08-10
415773,41258,AB,"PM604 ",2019-08-10
415774,559178,AA,"PM604 ",2019-09-28
415775,325128,AA,"PM604 ",2019-11-16
415776,774348,AA,"PM604 ",2020-03-07
415777,55197,AA,"PM363 ",2020-03-07
415778,240756,AA,"PM483 ",2020-03-07
415779,174306,AA,"PM488 ",2020-03-07
415780,180332,AA,"PM486 ",2020-03-07
415781,798643,AA,"PM604 ",2019-09-28
415782,563100,AA,"PM60V ",2019-10-05
415783,160740,AA,"PM604 ",2019-10-05
415784,595193,AA,"PM483 ",2019-01-19
415785,158577,AA,"PM363 ",2019-01-19
415786,212226,AA,"PM604 ",2019-12-28
415787,454191,AA,"PM60V ",2019-12-28
415788,209668,AA,"PM604 ",2019-12-28
415789,776846,AA,"PM604 ",2019-12-28
415790,438872,AA,"PM601 ",2018-11-17
415791,306158,AA,"PM483 ",2019-10-05
415792,404172,AA,"PM60V ",2019-01-26
415793,41322,AA,"PM36G ",2020-03-07
415794,3801,AA,"PM483 ",2020-03-07
415795,299416,AA,"PM483 ",2019-10-05
415796,313646,AA,"PM483 ",2019-10-05
415797,325861,AA,"PM483 ",2019-10-05
415798,74863,AA,"PM60C ",2020-01-01
415799,76936,AA,"PM60C ",2020-01-01
415800,630659,AA,"PM604 ",2019-12-28
415801,41808,AA,"48PMI ",2020-01-01
415802,248820,AA,"PM488 ",2019-10-05
415803,276130,AA,"PM488 ",2019-10-05
415804,328195,AA,"PM604 ",2019-01-26
415805,691242,AA,"PM604 ",2019-01-26
415806,43655,AA,"PM364 ",2019-01-26
415807,176696,AA,"PM488 ",2020-03-07
415808,55598,AA,"PM484 ",2020-03-07
415809,88048,AC,"PU36H ",2020-02-01
415810,95402,AA,"PM24D ",2019-10-05
415811,59672,AA,"PM363 ",2019-10-05
415812,82645,AA,"PM60E ",2020-01-01
415813,68119,AA,"PM60C ",2020-01-01
415814,54527,AA,"48PMA ",2020-01-01
415815,84386,AA,"PM60C ",2020-01-01
415816,205234,AA,"PM488 ",2020-02-01
415817,67391,AA,"PM606 ",2019-01-26
415818,162658,AA,"PM48G ",2020-03-07
415819,86692,AA,"PM488 ",2020-03-07
415820,633871,AB,"PU36C ",2019-10-05
415821,3440326,AA,"PU12C ",2019-02-27
415822,68618,AA,"48PMN ",2019-06-05
415823,68534,AA,"48PMA ",2019-06-05
415824,87995,AA,"PM60C ",2020-01-01
415825,77464,AA,"PM60D ",2020-01-01
415826,87796,AA,"PM60C ",2020-01-01
415827,718755,AA,"PM604 ",2020-01-11
415828,13702,AA,"PM607 ",2020-02-01
415829,53907,AA,"PM365 ",2020-02-01
415830,208574,AA,"PM488 ",2020-02-01
415831,66819,AA,"PM363 ",2020-02-01
415832,3268516,AA,"PU12C ",2018-12-04
415833,642239,AA,"PM604 ",2019-06-15
415834,603462,AA,"PU12P ",2019-07-10
415835,42464,AB,"PM604 ",2020-03-07
415836,21128,AA,"PM483 ",2020-03-07
415837,762702,AA,"PM604 ",2018-11-10
415838,389,AB,"PM604 ",2018-11-10
415839,18679,AA,"PM606 ",2019-10-05
415840,18972,AA,"PM606 ",2019-10-05
415841,26637,AA,"PM606 ",2019-10-05
415842,102008,AA,"PM60C ",2019-06-05
415843,102871,AA,"PM60C ",2019-06-05
415844,14585,AA,"PMF48 ",2019-06-05
415845,114763,AA,"PM484 ",2020-01-18
415846,53628,AA,"PM365 ",2020-03-07
415847,215311,AA,"PM48H ",2020-03-07
415848,162737,AC,"PU36H ",2020-03-07
415849,219088,AA,"PM488 ",2020-03-07
415850,74557,AA,"PM24D ",2020-03-07
415851,266592,AA,"PM603 ",2018-11-10
415852,50556,AA,"PM604 ",2018-11-10
415853,531992,AA,"PU12P ",2019-05-22
415854,33394,AA,"PM607 ",2019-10-05
415855,22526,AA,"PM605 ",2019-10-05
415856,7038,AA,"PME60 ",2019-06-05
415857,13051,AA,"PMD60 ",2019-06-05
415858,14912,AA,"PMD60 ",2019-06-05
415859,3135,AA,"PMC60 ",2019-06-05
415860,275190,AA,"PM488 ",2020-02-01
415861,77393,AA,"PM36E ",2020-01-18
415862,175046,AA,"PM48D ",2020-03-07
415863,772629,AA,"PM604 ",2018-11-17
415864,213134,AA,"PM48H ",2019-10-05
415865,240328,AA,"PM48H ",2019-10-05
415866,3478,AA,"PMC60 ",2019-06-05
415867,5128,AA,"PMC60 ",2019-06-05
415868,4221,AA,"PMC48 ",2019-06-05
415869,707723,AA,"PM604 ",2019-01-19
415870,186197,AA,"PM604 ",2019-01-19
415871,431333,AA,"PM604 ",2019-01-19
415872,93348,AA,"PM489 ",2020-02-01
415873,341070,AA,"PM604 ",2020-01-25
415874,178825,AA,"PM604 ",2019-11-09
415875,283799,AA,"PM601 ",2018-11-17
415876,287490,AA,"PM48H ",2019-10-05
415877,327356,AA,"PM48F ",2019-10-05
415878,1095,AA,"PMA48 ",2019-06-05
415879,19706,AB,"PM604 ",2020-02-01
415880,239820,AA,"PM483 ",2020-02-01
415881,228951,AA,"PM604 ",2019-06-22
415882,614344,AA,"PM604 ",2019-06-22
415883,473072,AA,"PM604 ",2019-11-09
415884,658305,AA,"PM604 ",2019-11-09
415885,671131,AA,"PM604 ",2020-09-19
415886,558828,AA,"PM48H ",2019-06-01
415887,257905,AA,"PM488 ",2019-10-05
415888,16468,AA,"PMA48 ",2019-06-05
415889,76833,AA,"PM488 ",2020-02-01
415890,838104,AB,"PU368 ",2019-06-22
415891,139764,AA,"PM60V ",2019-11-16
415892,199818,AA,"PM48A ",2020-03-07
415893,724993,AA,"PM604 ",2018-11-17
415894,284177,AA,"PM488 ",2019-10-05
415895,68852,AA,"PM484 ",2019-07-27
415896,120548,AA,"PM604 ",2019-07-27
415897,553481,AA,"PM604 ",2018-12-15
415898,589334,AA,"PM604 ",2018-12-15
415899,280505,AA,"PM488 ",2020-02-01
415900,332183,AA,"PM604 ",2019-11-16
415901,105166,AA,"PM48H ",2019-08-17
415902,196405,AA,"PM488 ",2020-03-07
415903,3393694,AA,"PU12C ",2019-02-05
415904,3390994,AA,"PU12C ",2019-02-05
415905,341082,AA,"PM488 ",2019-10-05
415906,257408,AA,"PM486 ",2019-10-05
415907,431590,AA,"PM604 ",2019-07-27
415908,433313,AA,"PM604 ",2019-07-27
415909,667505,AA,"PM604 ",2019-07-27
415910,4561,AB,"PM604 ",2019-07-27
415911,31105,AB,"PM604 ",2019-07-27
415912,575424,AA,"PM48O ",2018-12-15
415913,354327,AA,"PM489 ",2018-12-15
415914,355227,AA,"PM488 ",2018-12-15
415915,574052,AA,"PM488 ",2018-12-15
415916,207413,AA,"PM48G ",2020-02-01
415917,209078,AA,"PM48G ",2019-11-16
415918,203775,AA,"PM48D ",2019-11-16
415919,202395,AA,"PM488 ",2019-11-16
415920,53603,AA,"PM365 ",2019-11-16
415921,52268,AA,"PM363 ",2019-11-16
415922,10644,AA,"PM607 ",2020-03-07
415923,20301,AA,"PM489 ",2020-03-07
415924,12978,AA,"PMC60 ",2019-06-05
415925,72092,AA,"PM365 ",2019-10-05
415926,231571,AA,"PM483 ",2019-10-05
415927,76818,AA,"PM363 ",2019-10-05
415928,83289,AA,"PM363 ",2019-10-05
415929,33279,AA,"PMC60 ",2019-08-07
415930,44593,AA,"PM48G ",2020-02-01
415931,77438,AA,"PM485 ",2020-03-07
415932,19080,AA,"PM607 ",2020-03-07
415933,3282270,AA,"PU12C ",2018-11-30
415934,2780,AA,"PMN48 ",2019-06-05
415935,553198,AA,"PM60V ",2019-06-15
415936,83919,AA,"PM604 ",2018-12-15
415937,396895,AA,"PM604 ",2018-12-15
415938,43787,AB,"PM60V ",2018-12-15
415939,88807,AA,"PM363 ",2019-10-05
415940,389192,AA,"PU36H ",2019-10-05
415941,240038,AB,"PU36H ",2019-10-05
415942,499422,AA,"PU12P ",2019-04-26
415943,36150,AA,"PME60 ",2019-08-07
415944,40226,AA,"PMN48 ",2019-08-07
415945,39156,AA,"36PM3 ",2019-03-30
415946,71748,AA,"PM36G ",2020-02-01
415947,40570,AA,"PM363 ",2020-02-01
415948,559956,AA,"PU12P ",2019-06-05
415949,539147,AA,"PU12P ",2019-06-05
415950,81614,AA,"PM484 ",2019-08-17
415951,73816,AA,"PM604 ",2019-08-17
415952,101348,AA,"PM604 ",2019-08-17
415953,146362,AA,"PM604 ",2019-08-17
415954,375090,AA,"PM604 ",2019-08-17
415955,341714,AA,"PM604 ",2019-06-15
415956,504919,AA,"PM604 ",2019-06-15
415957,517848,AA,"PM604 ",2019-10-26
415958,540422,AA,"PM604 ",2019-10-26
415959,37633,AA,"PMC60 ",2019-08-07
415960,27764,AA,"PMC60 ",2019-08-07
415961,7027,AA,"PMC36 ",2019-08-07
415962,717820,AA,"PM604 ",2019-08-17
415963,214557,AA,"PUB36 ",2021-05-05
415964,65978,AA,"48PMN ",2021-05-05
415965,357474,AA,"A60PM ",2021-05-05
415966,278844,AA,"A48PM ",2021-04-07
415967,529809,AA,"PM483 ",2021-12-04
415968,317380,AA,"PM483 ",2021-08-07
415969,336940,AA,"PM483 ",2021-08-07
415970,77718,AA,"PMN48 ",2021-05-05
415971,215057,AA,"PUA36 ",2021-05-05
415972,218257,AA,"PUA36 ",2021-05-05
415973,58363,AA,"PMD60 ",2021-05-05
415974,48727,AA,"PMF48 ",2021-04-07
415975,56002,AA,"PMC48 ",2021-04-07
415976,551946,AA,"PM483 ",2021-12-04
415977,536963,AA,"PM488 ",2021-12-04
415978,415186,AA,"PM483 ",2021-08-07
415979,438729,AA,"PM483 ",2021-08-07
415980,441245,AA,"PM483 ",2021-08-07
415981,58616,AA,"PMF48 ",2021-05-05
415982,92180,AA,"PMA48 ",2021-05-05
415983,58567,AA,"A36PM ",2021-04-07
415984,498937,AA,"PM483 ",2021-12-04
415985,40255,AA,"36PM2 ",2021-12-04
415986,108663,AA,"PM363 ",2021-08-07
415987,45770,AA,"PMF48 ",2021-05-05
415988,430196,AA,"PM483 ",2021-02-06
415989,495892,AA,"PM48G ",2021-02-06
415990,126466,AA,"PM36G ",2021-02-06
415991,500377,AA,"PM483 ",2021-02-06
415992,150851,AA,"PM363 ",2021-02-06
415993,447330,AA,"PM483 ",2021-02-06
415994,532175,AA,"PM488 ",2021-02-06
415995,22749,AA,"36PM3 ",2021-02-06
415996,528715,AA,"PM483 ",2021-02-06
415997,456726,AA,"PM488 ",2021-02-06
415998,375400,AA,"PM489 ",2021-02-06
415999,533054,AA,"PM486 ",2021-02-06
416000,396754,AA,"PM488 ",2021-06-19
416001,405966,AA,"PM48G ",2021-06-19
416002,586964,AA,"PM48H ",2021-12-25
416003,351560,AA,"PM483 ",2021-02-06
416004,28213,AA,"36PM2 ",2021-02-06
416005,540839,AA,"PM483 ",2021-02-06
416006,365973,AA,"PM489 ",2021-02-06
416007,440709,AA,"PM483 ",2021-02-06
416008,310645,AA,"PM483 ",2021-02-06
416009,528570,AA,"PM48H ",2021-02-06
416010,324925,AA,"PM483 ",2021-02-06
416011,122192,AA,"PM363 ",2021-02-06
416012,540218,AA,"PM488 ",2021-02-06
416013,467982,AA,"PM483 ",2021-02-06
416014,557934,AA,"PM489 ",2021-02-06
416015,543594,AA,"PM48G ",2021-02-06
416016,177389,AC,"PU36C ",2021-02-06
416017,710339,AA,"PM60V ",2021-02-06
416018,50586,AA,"PM607 ",2021-02-06
416019,376039,AA,"PM483 ",2021-02-06
416020,442444,AA,"PM483 ",2021-02-06
416021,338649,AA,"A48PM ",2021-11-03
416022,385468,AA,"PM488 ",2018-03-03
416023,2489192,AA,"PU12C ",2017-08-10
416024,149619,ED,"PM48E ",2017-12-20
416025,182012,AD,"PU368 ",2017-12-23
416026,523437,AA,"PM604 ",2018-06-09
416027,243719,AA,"PM488 ",2018-01-06
416028,32142,AA,"PM24R ",2017-02-04
416029,194746,AD,"PU369 ",2017-06-17
416030,88532,AF,"PU369 ",2017-06-17
416031,121908,AA,"PM48D ",2017-03-04
416032,21474,AB,"PM604 ",2017-01-07
416033,64723,AB,"PM604 ",2017-01-07
416034,3908,QL,"PM24P ",2017-05-24
416035,2349356,AA,"PU12C ",2017-06-13
416036,621811,AA,"PM604 ",2017-01-28
416037,708224,AA,"PM604 ",2017-01-28
416038,215487,AA,"PM603 ",2017-02-04
416039,24322,AA,"PM484 ",2017-02-04
416040,3826,AA,"PM484 ",2017-06-10
416041,52488,AA,"PM484 ",2017-06-10
416042,70373,AA,"PM484 ",2017-06-10
416043,813153,AA,"PM604 ",2017-02-18
416044,816646,AA,"PM604 ",2017-02-18
416045,68843,AA,"PM484 ",2017-03-04
416046,221773,AA,"PM604 ",2018-12-15
416047,256809,AA,"PM604 ",2018-12-15
416048,393404,AA,"PM604 ",2018-12-15
416049,803461,AA,"PM604 ",2018-12-15
416050,75271,AA,"PM483 ",2020-02-01
416051,25779,AA,"PM607 ",2020-02-01
416052,183432,AA,"PM48F ",2020-02-01
416053,729448,AA,"PM604 ",2020-02-01
416054,385906,AA,"PM604 ",2019-11-16
416055,270071,AB,"PU36C ",2020-03-07
416056,270652,AA,"PM487 ",2019-10-05
416057,214733,AA,"PM486 ",2019-10-05
416058,216598,AA,"PM486 ",2019-10-05
416059,232181,AA,"PM486 ",2019-10-05
416060,1526,AA,"36PM5 ",2018-04-21
416061,47804,AC,"PU36C ",2018-04-21
416062,41558,AA,"PM607 ",2018-03-03
416063,386646,AA,"PM48H ",2018-03-03
416064,381914,AA,"PM489 ",2018-03-03
416065,383249,AA,"PM488 ",2018-03-03
416066,248672,EC,"PM48E ",2017-12-20
416067,209470,ED,"PM48E ",2017-12-20
416068,362496,AA,"PM604 ",2017-12-23
416069,25346,AB,"PM604 ",2018-06-09
416070,2982370,AA,"PU12C ",2018-06-25
416071,34046,AA,"PM484 ",2018-06-16
416072,333559,AA,"PM488 ",2018-01-06
416073,631461,AA,"PM604 ",2017-02-18
416074,699128,AA,"PM604 ",2017-02-18
416075,742817,AA,"PM604 ",2017-02-18
416076,756312,AA,"PM604 ",2017-02-18
416077,189579,AA,"PM604 ",2017-02-04
416078,118965,AA,"PM484 ",2017-03-04
416079,820,AA,"PM364 ",2017-03-04
416080,57550,AA,"PM364 ",2017-01-07
416081,120656,AA,"PM485 ",2017-06-17
416082,119769,AA,"PM483 ",2017-06-17
416083,661646,AA,"PM604 ",2017-01-28
416084,685044,AA,"PM604 ",2017-01-28
416085,20903,AA,"PM484 ",2017-02-04
416086,38532,AA,"PM484 ",2017-02-04
416087,257892,AA,"PM604 ",2017-04-01
416088,96245,AA,"PM487 ",2017-02-04
416089,339863,AA,"PM601 ",2017-02-04
416090,550020,AA,"PM604 ",2017-06-24
416091,4221,AA,"PM484 ",2017-06-24
416092,89600,AA,"PM601 ",2017-06-24
416093,32547,AA,"PM364 ",2017-06-24
416094,442678,AA,"PM604 ",2017-04-01
416095,334650,AA,"PM601 ",2017-03-04
416096,55444,AA,"PM601 ",2017-05-20
416097,237121,AA,"PM604 ",2017-06-10
416098,333577,AA,"PM604 ",2017-06-10
416099,239042,AA,"PM601 ",2017-04-15
416100,51381,AB,"PM604 ",2017-01-07
416101,662444,AA,"PU36C ",2017-01-07
416102,27357,AA,"PM484 ",2017-01-07
416103,27434,AA,"PM361 ",2017-01-07
416104,2080576,AA,"PU12C ",2017-03-20
416105,10996,AA,"PM24T ",2017-01-07
416106,4164,AA,"36PM2 ",2017-01-07
416107,358426,AA,"PU36C ",2017-01-07
416108,500426,AA,"PU36C ",2017-01-07
416109,530426,AA,"PU36C ",2017-01-07
416110,199465,AA,"PM483 ",2017-06-24
416111,748267,AA,"PM604 ",2017-06-24
416112,45487,AA,"PM364 ",2017-01-28
416113,958907,AA,"PU36C ",2017-01-28
416114,89783,AA,"PM488 ",2017-01-28
416115,37344,AA,"PU481 ",2017-02-04
416116,153532,AA,"PM48G ",2017-04-15
416117,447116,AA,"PM601 ",2017-04-15
416118,588408,AA,"PM604 ",2017-04-15
416119,517581,AA,"PM60V ",2017-03-04
416120,698337,AA,"PM60V ",2017-03-04
416121,701408,AA,"PM60V ",2017-03-04
416122,631584,AA,"PM604 ",2017-05-20
416123,2292300,AA,"PU12C ",2017-05-18
416124,150422,AA,"PM363 ",2021-02-06
416125,538043,AA,"PM483 ",2021-02-06
416126,465368,AA,"PM488 ",2021-02-06
416127,26427,AA,"36PM2 ",2021-02-06
416128,23453,AA,"36PM6 ",2021-02-06
416129,147324,AA,"PM36G ",2021-02-06
416130,312763,AA,"PUA36 ",2021-12-01
416131,81241,AA,"A48PM ",2021-11-03
416132,45288,AA,"B36PM ",2021-11-03
416133,36163,AA,"D60PM ",2021-11-03
416134,82486,AA,"B48PM ",2021-11-03
416135,69957,AA,"B48PM ",2021-11-03
416136,74960,AA,"C48PM ",2021-11-03
416137,65295,AA,"D48PM ",2021-11-03
416138,80118,AA,"D48PM ",2021-11-03
416139,408173,AA,"E60PM ",2021-11-03
416140,311963,AA,"PUB36 ",2021-12-01
416141,546057,AA,"PM48O ",2021-12-18
416142,36734,AA,"A48PM ",2021-03-03
416143,30305,AA,"B48PM ",2021-03-03
416144,3028,AA,"A36PM ",2021-03-03
416145,8912,AA,"C36PM ",2021-03-03
416146,45575,AA,"A48PM ",2021-03-03
416147,52194,AB,"PM60V ",2021-05-01
416148,35167,AB,"PM604 ",2021-05-01
416149,104582,AA,"A48PM ",2022-01-05
416150,113076,AA,"C48PM ",2022-01-05
416151,30939,AA,"A60PM ",2021-03-03
416152,27912,AA,"D60PM ",2021-03-03
416153,15497,AA,"A48PM ",2021-03-03
416154,54613,AA,"A48PM ",2021-03-03
416155,61461,AA,"PMA48 ",2021-12-01
416156,80697,AA,"PMC60 ",2021-12-01
416157,27630,AA,"C48PM ",2021-03-03
416158,12226,AA,"D60PM ",2021-03-03
416159,209677,AA,"PM48D ",2021-05-01
416160,136843,AA,"PM489 ",2021-05-01
416161,209733,AA,"PM488 ",2021-05-01
416162,226754,AA,"PM488 ",2021-05-01
416163,238668,AA,"PM488 ",2021-05-01
416164,322876,AA,"A48PM ",2021-12-01
416165,85634,AA,"A60PM ",2022-01-05
416166,378360,AA,"B60PM ",2022-01-05
416167,36427,AA,"C60PM ",2021-03-03
416168,47291,AA,"PMA48 ",2021-12-01
416169,125430,AA,"PMI48 ",2021-12-01
416170,198663,AA,"PM486 ",2021-05-01
416171,24601,AA,"PMC60 ",2021-12-01
416172,312563,AA,"PUA36 ",2021-12-01
416173,73434,AA,"A60PM ",2022-01-05
416174,36241,AA,"E48PM ",2021-03-03
416175,466690,AA,"PM489 ",2021-08-21
416176,479260,AA,"PM486 ",2021-08-21
416177,236538,AA,"PM483 ",2021-05-01
416178,236589,AA,"PM483 ",2021-05-01
416179,42163,AA,"F48PM ",2021-11-03
416180,289249,AA,"B60PM ",2021-12-01
416181,89470,AA,"PMA48 ",2021-12-01
416182,668975,AA,"PM604 ",2017-06-10
416183,701496,AA,"PM604 ",2017-06-10
416184,106906,AA,"PM484 ",2017-04-15
416185,542260,AA,"PM60V ",2017-04-15
416186,15640,AB,"PU36H ",2017-02-18
416187,791467,AA,"PM604 ",2017-03-11
416188,803233,AA,"PM60V ",2017-03-11
416189,195132,AA,"PM601 ",2017-01-07
416190,45561,AA,"PM481 ",2017-05-20
416191,122590,AA,"PM601 ",2017-05-20
416192,238055,AA,"PM601 ",2017-05-20
416193,293809,AA,"PM601 ",2017-05-20
416194,36995,AA,"PM364 ",2017-07-01
416195,119413,AA,"PM484 ",2017-07-01
416196,307878,AA,"PM604 ",2017-02-04
416197,373724,AA,"PM604 ",2017-02-04
416198,154163,AA,"PM48D ",2017-04-15
416199,2233237,AA,"PU12C ",2017-05-02
416200,17099,AE,"PU58V ",2017-01-25
416201,463731,AA,"PM604 ",2017-06-24
416202,505192,AA,"PM604 ",2017-06-24
416203,589303,AA,"PM604 ",2017-06-24
416204,444387,AA,"PM601 ",2017-03-11
416205,397366,AA,"PM601 ",2017-03-11
416206,77714,AA,"PM488 ",2017-01-07
416207,460426,AA,"PU36H ",2017-01-07
416208,484426,AA,"PU36H ",2017-01-07
416209,112749,AA,"PU481 ",2017-07-01
416210,310933,AB,"PU36H ",2017-07-01
416211,855716,AB,"PU369 ",2017-04-01
416212,11210,AA,"PM484 ",2017-04-01
416213,849006,AB,"PU368 ",2017-04-01
416214,775474,AA,"PM604 ",2017-02-04
416215,12692,AB,"PM604 ",2017-02-04
416216,99657,AA,"PM604 ",2017-03-04
416217,267020,AA,"PM604 ",2017-03-04
416218,395449,AA,"PM604 ",2017-03-04
416219,2267615,AA,"PU12C ",2017-05-11
416220,48457,AA,"PM363 ",2017-06-10
416221,5017,AB,"PM604 ",2017-06-24
416222,515329,AA,"PM604 ",2017-03-11
416223,116993,AA,"PM484 ",2017-03-11
416224,237783,AA,"PM603 ",2017-04-01
416225,656444,AA,"PU36H ",2017-01-07
416226,454539,AA,"PU36C ",2017-07-01
416227,177069,AA,"PM604 ",2017-07-01
416228,697014,AA,"PM604 ",2017-01-28
416229,40450,AB,"PM604 ",2017-02-04
416230,56401,AB,"PM604 ",2017-02-04
416231,80938,AD,"PU368 ",2017-02-04
416232,641340,AA,"PM604 ",2017-03-04
416233,676574,AA,"PM604 ",2017-03-04
416234,84984,AA,"PM484 ",2017-06-10
416235,192116,AA,"PM488 ",2017-06-10
416236,456212,AA,"PM604 ",2017-04-15
416237,215657,AB,"PU36C ",2017-06-24
416238,198202,AA,"PM488 ",2017-06-24
416239,68137,AA,"PM604 ",2017-03-11
416240,92538,AA,"PMC60 ",2021-12-01
416241,71626,AA,"PME60 ",2021-12-01
416242,373184,AA,"PM604 ",2018-04-07
416243,160331,AA,"PM483 ",2018-04-07
416244,107156,AA,"PM489 ",2018-04-07
416245,33977,AA,"PM365 ",2018-04-07
416246,503156,AA,"PM601 ",2017-12-09
416247,81975,AB,"PU369 ",2017-07-15
416248,82471,AA,"PM604 ",2017-12-02
416249,264148,AA,"PM488 ",2017-09-30
416250,263475,AA,"PM483 ",2017-09-30
416251,266987,AA,"PM48G ",2017-09-30
416252,267897,AA,"PM48H ",2017-09-30
416253,32965,AA,"PM364 ",2018-03-24
416254,89609,AB,"PU36C ",2018-04-07
416255,40447,AA,"PM36F ",2018-04-07
416256,414623,AA,"PM483 ",2018-04-07
416257,337253,AA,"PM604 ",2018-01-13
416258,483309,AA,"PM604 ",2018-01-13
416259,16967,AA,"PM604 ",2017-12-09
416260,129832,AA,"PM601 ",2017-07-15
416261,2461,AA,"PM483 ",2017-07-15
416262,570709,AA,"PM604 ",2017-12-02
416263,714526,AA,"PM604 ",2017-12-02
416264,740219,AA,"PM604 ",2017-12-02
416265,781983,AA,"PM604 ",2017-12-02
416266,793673,AA,"PM604 ",2017-12-02
416267,798503,AA,"PM604 ",2017-12-02
416268,453621,AB,"PU36C ",2017-09-30
416269,436656,AA,"PM604 ",2018-02-24
416270,550318,AA,"PM604 ",2018-02-24
416271,605865,AA,"PM604 ",2018-02-24
416272,698231,AA,"PM604 ",2018-02-24
416273,94682,AA,"PM604 ",2018-03-24
416274,322904,AA,"PM60V ",2018-03-24
416275,126850,AA,"PM484 ",2018-04-07
416276,323649,AA,"PM601 ",2018-04-07
416277,487521,AA,"PM601 ",2018-04-07
416278,250474,AA,"PM601 ",2018-04-07
416279,98047,AA,"PM603 ",2018-04-07
416280,192096,AA,"PM60V ",2018-04-07
416281,551688,AA,"PM604 ",2017-12-09
416282,660890,AA,"PM604 ",2017-12-09
416283,276142,AA,"PM604 ",2017-10-14
416284,45383,AA,"PM364 ",2017-09-23
416285,37386,AB,"PM604 ",2017-11-25
416286,80556,AA,"PM36F ",2017-11-25
416287,237426,AA,"PM604 ",2017-11-25
416288,560725,AB,"PU36C ",2017-12-02
416289,13535,AC,"PU36C ",2018-02-24
416290,160025,AA,"PM48G ",2018-04-07
416291,35920,AA,"PM363 ",2018-04-07
416292,2664894,AA,"PU12C ",2017-11-23
416293,760015,AA,"PM604 ",2017-12-09
416294,32027,AA,"PM606 ",2017-12-09
416295,314203,AA,"PM488 ",2017-12-09
416296,2458513,AA,"PU12C ",2017-07-27
416297,444670,AA,"PM601 ",2017-09-23
416298,492675,AA,"PM601 ",2017-09-23
416299,781094,AA,"PM60V ",2017-10-14
416300,36193,AA,"PM484 ",2017-10-14
416301,446254,AA,"PM604 ",2017-10-14
416302,2617421,AA,"PU12C ",2017-10-25
416303,582974,AB,"PU36C ",2017-12-02
416304,308942,AA,"PM488 ",2017-12-02
416305,307618,AA,"PM483 ",2017-12-02
416306,2609017,AA,"PU12C ",2017-10-17
416307,373842,AA,"PM48H ",2018-02-24
