_CustomObjectKey,id_titulo,id_titular,id_subscritor,id_cliente,num_titulo,serie,plano,origem,id_titulo_darwin
3473741,a0o6g00000H9TIOAA3,a0i6g00000AjqlfAAB,a0i6g00000AjqlfAAB,0016g00002RJsEGAA1,807,AB,PUA12,CAP,807
3473742,a0o6g00000H9TITAA3,a0i6g00000AjqlnAAB,a0i6g00000AjqlnAAB,0016g00002RJuLeAAL,347843,AB,A60PM,CAP,347843
3473743,a0o6g00000H9TIZAA3,a0i6g00000Ajqm2AAB,a0i6g00000Ajqm2AAB,0016g00002RJqbIAAT,347849,AB,A60PM,CAP,347849
3473744,a0o6g00000H9TIaAAN,a0i6g00000AjrHpAAJ,a0i6g00000AjrHpAAJ,0016g00002RJpnoAAD,544268,AA,A48PM,CAP,544268
3473745,a0o6g00000H9TIcAAN,a0i6g00000Ajqm5AAB,a0i6g00000Ajqm5AAB,0016g00002RJo1hAAD,89919,AC,A60PM,CAP,89919
3473746,a0o6g00000H9TIjAAN,a0i6g00000Ahm1mAAB,a0i6g00000Ahm1mAAB,0016g00002RJzWLAA1,348242,AB,A60PM,CAP,348242
3473747,a0o6g00000H9TIkAAN,a0i6g00000Ahm1sAAB,a0i6g00000Ahm1sAAB,0016g00002RJxd4AAD,348243,AB,A60PM,CAP,348243
3473748,a0o6g00000H9TIlAAN,a0i6g00000Ahm21AAB,a0i6g00000Ahm21AAB,0016g00002RJnd5AAD,348244,AB,A60PM,CAP,348244
3473749,a0o6g00000H9TIsAAN,a0i6g00000AhmD3AAJ,a0i6g00000AhmD3AAJ,0016g00002RJoECAA1,347775,AB,A60PM,CAP,347775
3473750,a0o6g00000H9TIvAAN,a0i6g00000AhmT0AAJ,a0i6g00000AhmT0AAJ,0016g00002RJuG5AAL,351160,AA,A48PU,CAP,351160
3473751,a0o6g00000H9TJ1AAN,a0i6g00000AjqohAAB,a0i6g00000AjqohAAB,0016g00002RJsnfAAD,347880,AB,A60PM,CAP,347880
3473752,a0o6g00000H9TJ2AAN,a0i6g00000AjqoiAAB,a0i6g00000AjqoiAAB,0016g00002RJxCRAA1,347882,AB,A60PM,CAP,347882
3473753,a0o6g00000H9TJ3AAN,a0i6g00000AjrJ7AAJ,a0i6g00000AjrJ7AAJ,0016g00002RJvRVAA1,544291,AA,A48PM,CAP,544291
3473754,a0o6g00000H9TJ9AAN,a0i6g00000Ajqp3AAB,a0i6g00000Ajqp3AAB,0016g00002RJmiqAAD,347887,AB,A60PM,CAP,347887
3473755,a0o6g00000H9TJBAA3,a0i6g00000Ajqp8AAB,a0i6g00000Ajqp8AAB,0016g00002RJx25AAD,89973,AC,A60PM,CAP,89973
3473756,a0o6g00000H9TJJAA3,a0i6g00000AjqpQAAR,a0i6g00000AjqpQAAR,0016g00002RJoXfAAL,347889,AB,A60PM,CAP,347889
3473757,a0o6g00000H9TJKAA3,a0i6g00000Ajr7jAAB,a0i6g00000Ajr7jAAB,0016g00002RJpv3AAD,347891,AB,A60PM,CAP,347891
3473758,a0o6g00000H9TJLAA3,a0i6g00000AjqpRAAR,a0i6g00000AjqpRAAR,0016g00002RJo0CAAT,347893,AB,A60PM,CAP,347893
3473759,a0o6g00000H9TJPAA3,a0i6g00000AjqpYAAR,a0i6g00000AjqpYAAR,0016g00002RJoUEAA1,143947,AA,PUA48,CAP,143947
3473760,a0o6g00000H9TJQAA3,a0i6g00000AjqpYAAR,a0i6g00000AjqpYAAR,0016g00002RJoUEAA1,347901,AB,A60PM,CAP,347901
3473761,a0o6g00000H9TJRAA3,a0i6g00000AjqpaAAB,a0i6g00000AjqpaAAB,0016g00002RJwToAAL,347897,AB,A60PM,CAP,347897
3473762,a0o6g00000H9TJTAA3,a0i6g00000AjqpeAAB,a0i6g00000AjqpeAAB,0016g00002RJqvFAAT,347902,AB,B60PM,CAP,347902
3473763,a0o6g00000H9TJUAA3,a0i6g00000Ajr7dAAB,a0i6g00000Ajr7dAAB,0016g00002RJqSFAA1,121460,AB,A48PM,CAP,121460
3473764,a0o6g00000H9TJVAA3,a0i6g00000AjrKWAAZ,a0i6g00000AjrKWAAZ,0016g00002RJoZvAAL,347904,AB,A60PM,CAP,347904
3473765,a0o6g00000H9TJYAA3,a0i6g00000AjqvoAAB,a0i6g00000AjqvoAAB,0016g00002RJx6IAAT,90100,AC,A60PM,CAP,90100
3473766,a0o6g00000H9TJZAA3,a0i6g00000AjqvpAAB,a0i6g00000AjqvpAAB,0016g00002RJwqXAAT,90101,AC,A60PM,CAP,90101
3473767,a0o6g00000H9TJcAAN,a0i6g00000Ajqw0AAB,a0i6g00000Ajqw0AAB,0016g00002RJyFCAA1,90102,AC,A60PM,CAP,90102
3473768,a0o6g00000H9TJdAAN,a0i6g00000AjrMDAAZ,a0i6g00000AjrMDAAZ,0016g00002RJqkbAAD,90104,AC,A60PM,CAP,90104
3473769,a0o6g00000H9TJiAAN,a0i6g00000AjqwBAAR,a0i6g00000AjqwBAAR,0016g00002RJqVwAAL,10949,AD,A60PM,CAP,10949
3473770,a0o6g00000H9TJlAAN,a0i6g00000AjrKCAAZ,a0i6g00000AjrKCAAZ,0016g00002RJvP3AAL,90106,AC,A60PM,CAP,90106
3473771,a0o6g00000H9TJpAAN,a0i6g00000AjrLxAAJ,a0i6g00000AjrLxAAJ,0016g00002RJmJkAAL,10956,AD,A60PM,CAP,10956
3473772,a0o6g00000H9TJqAAN,a0i6g00000AjqwQAAR,a0i6g00000AjqwQAAR,0016g00002RJqbRAAT,347975,AB,A60PM,CAP,347975
3473773,a0o6g00000H9TJtAAN,a0i6g00000AjqwaAAB,a0i6g00000AjqwaAAB,0016g00002RJwyCAAT,10958,AD,A60PM,CAP,10958
3473774,a0o6g00000H9TJyAAN,a0i6g00000AjqwgAAB,a0i6g00000AjqwgAAB,0016g00002RK1tRAAT,90107,AC,A60PM,CAP,90107
3473775,a0o6g00000H9TK2AAN,a0i6g00000AjrHPAAZ,a0i6g00000AjrHPAAZ,0016g00002RJzYGAA1,90114,AC,A60PM,CAP,90114
3473776,a0o6g00000H9TK4AAN,a0i6g00000AjrJMAAZ,a0i6g00000AjrJMAAZ,0016g00002RJoYUAA1,351297,AA,A48PU,CAP,351297
3473777,a0o6g00000H9TK8AAN,a0i6g00000AjquFAAR,a0i6g00000AjquFAAR,0016g00002RJvfzAAD,90117,AC,A60PM,CAP,90117
3473778,a0o6g00000H9TKGAA3,a0i6g00000AjquiAAB,a0i6g00000AjquiAAB,0016g00002RK1R3AAL,10964,AD,A60PM,CAP,10964
3473779,a0o6g00000H9TKJAA3,a0i6g00000AjrKaAAJ,a0i6g00000AjrKaAAJ,0016g00002RJoRpAAL,10965,AD,A60PM,CAP,10965
3473780,a0o6g00000H9TKLAA3,a0i6g00000AjqupAAB,a0i6g00000AjqupAAB,0016g00002RK1R6AAL,10967,AD,A60PM,CAP,10967
3473781,a0o6g00000H9TKMAA3,a0i6g00000AjrJEAAZ,a0i6g00000AjrJEAAZ,0016g00002RJyQ4AAL,90124,AC,A60PM,CAP,90124
3473782,a0o6g00000H9TKPAA3,a0i6g00000AjqmrAAB,a0i6g00000AjqmrAAB,0016g00002RJyV2AAL,89986,AC,A60PM,CAP,89986
3473783,a0o6g00000H9TKaAAN,a0i6g00000AjqnMAAR,a0i6g00000AjqnMAAR,0016g00002RJtXFAA1,351260,AA,A48PU,CAP,351260
3473784,a0o6g00000H9TKdAAN,a0i6g00000AjrL5AAJ,a0i6g00000AjrL5AAJ,0016g00002RJu1nAAD,347916,AB,A60PM,CAP,347916
3473785,a0o6g00000H9TKfAAN,a0i6g00000AjrGzAAJ,a0i6g00000AjrGzAAJ,0016g00002RJyCnAAL,4070,AB,A36PM,CAP,4070
3473786,a0o6g00000H9TKgAAN,a0i6g00000AjrLDAAZ,a0i6g00000AjrLDAAZ,0016g00002RJtM3AAL,121463,AB,A48PM,CAP,121463
3473787,a0o6g00000H9TKkAAN,a0i6g00000AjqqAAAR,a0i6g00000AjqqAAAR,0016g00002RJlt4AAD,89998,AC,A60PM,CAP,89998
3473788,a0o6g00000H9TKmAAN,a0i6g00000AjqqBAAR,a0i6g00000AjqqBAAR,0016g00002RJzgSAAT,90001,AC,A60PM,CAP,90001
3473789,a0o6g00000H9TKnAAN,a0i6g00000AjrGtAAJ,a0i6g00000AjrGtAAJ,0016g00002RJoeEAAT,90003,AC,A60PM,CAP,90003
3473790,a0o6g00000H9TKoAAN,a0i6g00000Ajr9NAAR,a0i6g00000Ajr9NAAR,0016g00002RJreQAAT,347921,AB,A60PM,CAP,347921
3473791,a0o6g00000H9TKtAAN,a0i6g00000AjqrEAAR,a0i6g00000AjqrEAAR,0016g00002RJyrSAAT,347926,AB,A60PM,CAP,347926
3473792,a0o6g00000H9TKwAAN,a0i6g00000AjqrIAAR,a0i6g00000AjqrIAAR,0016g00002RJrOjAAL,90008,AC,A60PM,CAP,90008
3473793,a0o6g00000H9TL1AAN,a0i6g00000AjqrUAAR,a0i6g00000AjqrUAAR,0016g00002RJnGlAAL,121468,AB,A48PM,CAP,121468
3473794,a0o6g00000H9TL4AAN,a0i6g00000AjqrXAAR,a0i6g00000AjqrXAAR,0016g00002RJzWHAA1,90014,AC,A60PM,CAP,90014
3473795,a0o6g00000H9TL6AAN,a0i6g00000AjrHLAAZ,a0i6g00000AjrHLAAZ,0016g00002RK1R0AAL,10904,AD,A60PM,CAP,10904
3473796,a0o6g00000H9TL8AAN,a0i6g00000AjqrdAAB,a0i6g00000AjqrdAAB,0016g00002RJo8yAAD,90020,AC,B60PM,CAP,90020
3473797,a0o6g00000H9TLEAA3,a0i6g00000AjrIAAAZ,a0i6g00000AjrIAAAZ,0016g00002RJpMmAAL,10907,AD,A60PM,CAP,10907
3473798,a0o6g00000H9TLFAA3,a0i6g00000AjrFjAAJ,a0i6g00000AjrFjAAJ,0016g00002RJli9AAD,90023,AC,A60PM,CAP,90023
3473799,a0o6g00000H9TLJAA3,a0i6g00000AjrJFAAZ,a0i6g00000AjrJFAAZ,0016g00002RJsxpAAD,90025,AC,A60PM,CAP,90025
3473800,a0o6g00000H9TLKAA3,a0i6g00000Ajqs4AAB,a0i6g00000Ajqs4AAB,0016g00002RJsExAAL,306543,AA,A36PU,CAP,306543
3473801,a0o6g00000H9TLLAA3,a0i6g00000Ajqs4AAB,a0i6g00000Ajqs4AAB,0016g00002RJsExAAL,306544,AA,A36PU,CAP,306544
3473802,a0o6g00000H9TLMAA3,a0i6g00000Ajqs5AAB,a0i6g00000Ajqs5AAB,0016g00002RJrigAAD,10908,AD,A60PM,CAP,10908
3473803,a0o6g00000H9TLSAA3,a0i6g00000AjqsIAAR,a0i6g00000AjqsIAAR,0016g00002RJq3fAAD,90029,AC,A60PM,CAP,90029
3473804,a0o6g00000H9TLVAA3,a0i6g00000AjrHlAAJ,a0i6g00000AjrHlAAJ,0016g00002RK03pAAD,10915,AD,A60PM,CAP,10915
3473805,a0o6g00000H9TLdAAN,a0i6g00000AjrMoAAJ,a0i6g00000AjrMoAAJ,0016g00002RJn0GAAT,90036,AC,A60PM,CAP,90036
3473806,a0o6g00000H9TLlAAN,a0i6g00000AjqtAAAR,a0i6g00000AjqtAAAR,0016g00002RJxW5AAL,347940,AB,A60PM,CAP,347940
3473807,a0o6g00000H9TLmAAN,a0i6g00000AjrIXAAZ,a0i6g00000AjrIXAAZ,0016g00002RJqTdAAL,90048,AC,A60PM,CAP,90048
3473808,a0o6g00000H9TLnAAN,a0i6g00000AjqtDAAR,a0i6g00000AjqtDAAR,0016g00002RK0UzAAL,135510,AA,A36PM,CAP,135510
3473809,a0o6g00000H9TLqAAN,a0i6g00000AjqtJAAR,a0i6g00000AjqtJAAR,0016g00002RJpzWAAT,10918,AD,A60PM,CAP,10918
3473810,a0o6g00000H9TLxAAN,a0i6g00000AjqqZAAR,a0i6g00000AjqqZAAR,0016g00002RJu1WAAT,121480,AB,A48PM,CAP,121480
3473811,a0o6g00000H9TM0AAN,a0i6g00000AjqqfAAB,a0i6g00000AjqqfAAB,0016g00002RJrvlAAD,90052,AC,A60PM,CAP,90052
3473812,a0o6g00000H9TM5AAN,a0i6g00000AjqqlAAB,a0i6g00000AjqqlAAB,0016g00002RJpDLAA1,90056,AC,A60PM,CAP,90056
3473813,a0o6g00000H9TM6AAN,a0i6g00000AjqqmAAB,a0i6g00000AjqqmAAB,0016g00002RJtK6AAL,347954,AB,A60PM,CAP,347954
3473814,a0o6g00000H9TM9AAN,a0i6g00000AjqqpAAB,a0i6g00000AjqqpAAB,0016g00002RJy8LAAT,90060,AC,A60PM,CAP,90060
3473815,a0o6g00000H9TMAAA3,a0i6g00000AjqqxAAB,a0i6g00000AjqqxAAB,0016g00002RJqR2AAL,347956,AB,A60PM,CAP,347956
3473816,a0o6g00000H9TMCAA3,a0i6g00000Ajqr1AAB,a0i6g00000Ajqr1AAB,0016g00002RJnJHAA1,143955,AA,PUA48,CAP,143955
3473817,a0o6g00000H9TMEAA3,a0i6g00000Ajqr4AAB,a0i6g00000Ajqr4AAB,0016g00002RK0V6AAL,14310,AC,A48PM,CAP,14310
3473818,a0o6g00000H9TMFAA3,a0i6g00000AjrMIAAZ,a0i6g00000AjrMIAAZ,0016g00002RJtxGAAT,10922,AD,A60PM,CAP,10922
3473819,a0o6g00000H9TMHAA3,a0i6g00000Ajqx5AAB,a0i6g00000Ajqx5AAB,0016g00002RJzH4AAL,544306,AA,A48PM,CAP,544306
3473820,a0o6g00000H9TMIAA3,a0i6g00000Ajqx7AAB,a0i6g00000Ajqx7AAB,0016g00002RJmeWAAT,90062,AC,A60PM,CAP,90062
3473821,a0o6g00000H9TMKAA3,a0i6g00000AjrMlAAJ,a0i6g00000AjrMlAAJ,0016g00002RJnLXAA1,90071,AC,A60PM,CAP,90071
3473822,a0o6g00000H9TMMAA3,a0i6g00000AjqxGAAR,a0i6g00000AjqxGAAR,0016g00002RJyCsAAL,347961,AB,A60PM,CAP,347961
3473823,a0o6g00000H9TMNAA3,a0i6g00000AjrGaAAJ,a0i6g00000AjrGaAAJ,0016g00002RK1z3AAD,544309,AA,A48PM,CAP,544309
3473824,a0o6g00000H9TMOAA3,a0i6g00000AjqtpAAB,a0i6g00000AjqtpAAB,0016g00002RK0bMAAT,90072,AC,A60PM,CAP,90072
3473825,a0o6g00000H9TMQAA3,a0i6g00000AjqtsAAB,a0i6g00000AjqtsAAB,0016g00002RJqSbAAL,90074,AC,A60PM,CAP,90074
3473826,a0o6g00000H9TMSAA3,a0i6g00000AjrHDAAZ,a0i6g00000AjrHDAAZ,0016g00002RJz6UAAT,451,AE,A60PM,CAP,451
3473827,a0o6g00000H9TMXAA3,a0i6g00000Ajqu6AAB,a0i6g00000Ajqu6AAB,0016g00002RJzuXAAT,4072,AB,B36PM,CAP,4072
3473828,a0o6g00000H9TMbAAN,a0i6g00000AjrOLAAZ,a0i6g00000AjrOLAAZ,0016g00002RJqR7AAL,90086,AC,A60PM,CAP,90086
3473829,a0o6g00000H9TMkAAN,a0i6g00000AjqvCAAR,a0i6g00000AjqvCAAR,0016g00002RJno4AAD,90089,AC,A60PM,CAP,90089
3473830,a0o6g00000H9TMlAAN,a0i6g00000AjqvCAAR,a0i6g00000AjqvCAAR,0016g00002RJno4AAD,90091,AC,A60PM,CAP,90091
3473831,a0o6g00000H9TMmAAN,a0i6g00000AjqvCAAR,a0i6g00000AjqvCAAR,0016g00002RJno4AAD,10930,AD,A60PM,CAP,10930
3473832,a0o6g00000H9TMnAAN,a0i6g00000AjqvCAAR,a0i6g00000AjqvCAAR,0016g00002RJno4AAD,10938,AD,A60PM,CAP,10938
3473833,a0o6g00000H9TMrAAN,a0i6g00000AjrJ6AAJ,a0i6g00000AjrJ6AAJ,0016g00002RJxMNAA1,10931,AD,A60PM,CAP,10931
3473834,a0o6g00000H9TMsAAN,a0i6g00000AjqvPAAR,a0i6g00000AjqvPAAR,0016g00002RJv8cAAD,10933,AD,A60PM,CAP,10933
3473835,a0o6g00000H9TMtAAN,a0i6g00000AjqvQAAR,a0i6g00000AjqvQAAR,0016g00002RJyJMAA1,544320,AA,A48PM,CAP,544320
3473836,a0o6g00000H9TMyAAN,a0i6g00000AjqvfAAB,a0i6g00000AjqvfAAB,0016g00002RJv4kAAD,90094,AC,A60PM,CAP,90094
3473837,a0o6g00000H9TN1AAN,a0i6g00000AjqvnAAB,a0i6g00000AjqvnAAB,0016g00002RJxdkAAD,10943,AD,A60PM,CAP,10943
3473838,a0o6g00000H9TN2AAN,a0i6g00000AjqnwAAB,a0i6g00000AjqnwAAB,0016g00002RJwF4AAL,10888,AD,A60PM,CAP,10888
3473839,a0o6g00000H9TN5AAN,a0i6g00000AjrNoAAJ,a0i6g00000AjrNoAAJ,0016g00002RJmIiAAL,351245,AA,A48PU,CAP,351245
3473840,a0o6g00000H9TN9AAN,a0i6g00000AjrFpAAJ,a0i6g00000AjrFpAAJ,0016g00002RJvCOAA1,143945,AA,PUF48,CAP,143945
3473841,a0o6g00000H9TNBAA3,a0i6g00000AjqoOAAR,a0i6g00000AjqoOAAR,0016g00002RJqnzAAD,544286,AA,A48PM,CAP,544286
3473842,a0o6g00000H9TNDAA3,a0i6g00000AjqoTAAR,a0i6g00000AjqoTAAR,0016g00002RJpBdAAL,347875,AB,A60PM,CAP,347875
3473843,a0o6g00000H9TNEAA3,a0i6g00000AjrMuAAJ,a0i6g00000AjrMuAAJ,0016g00002RJsA5AAL,544288,AA,A48PM,CAP,544288
3473844,a0o6g00000H9TNFAA3,a0i6g00000AjqoXAAR,a0i6g00000AjqoXAAR,0016g00002RJydWAAT,347876,AB,A60PM,CAP,347876
3473845,a0o6g00000H9TNGAA3,a0i6g00000AjrIYAAZ,a0i6g00000AjrIYAAZ,0016g00002RJyHuAAL,347877,AB,A60PM,CAP,347877
3473846,a0o6g00000H9TNIAA3,a0i6g00000AjqocAAB,a0i6g00000AjqocAAB,0016g00002RJtwfAAD,89967,AC,A60PM,CAP,89967
3473847,a0o6g00000H9TNMAA3,a0i6g00000Ajr8xAAB,a0i6g00000Ajr8xAAB,0016g00002RJvqmAAD,90143,AC,A60PM,CAP,90143
3473848,a0o6g00000H9TNOAA3,a0i6g00000AjqxfAAB,a0i6g00000AjqxfAAB,0016g00002RJmRgAAL,306558,AA,A36PU,CAP,306558
3473849,a0o6g00000H9TNRAA3,a0i6g00000AjqyPAAR,a0i6g00000AjqyPAAR,0016g00002RJx15AAD,4073,AB,B36PM,CAP,4073
3473850,a0o6g00000H9TNSAA3,a0i6g00000AjqyPAAR,a0i6g00000AjqyPAAR,0016g00002RJx15AAD,4074,AB,B36PM,CAP,4074
3473851,a0o6g00000H9TNTAA3,a0i6g00000AjqyQAAR,a0i6g00000AjqyQAAR,0016g00002RJwy4AAD,90146,AC,A60PM,CAP,90146
3473852,a0o6g00000H9TNUAA3,a0i6g00000AjqyVAAR,a0i6g00000AjqyVAAR,0016g00002RJtBNAA1,90150,AC,A60PM,CAP,90150
3473853,a0o6g00000H9TNVAA3,a0i6g00000AjrHEAAZ,a0i6g00000AjrHEAAZ,0016g00002RJtD2AAL,90151,AC,A60PM,CAP,90151
3473854,a0o6g00000H9TNYAA3,a0i6g00000AjrMAAAZ,a0i6g00000AjrMAAAZ,0016g00002RJmRhAAL,121498,AB,A48PM,CAP,121498
3473855,a0o6g00000H9TNZAA3,a0i6g00000AjqyhAAB,a0i6g00000AjqyhAAB,0016g00002RJv7nAAD,90153,AC,A60PM,CAP,90153
3473856,a0o6g00000H9TNbAAN,a0i6g00000Ajr1EAAR,a0i6g00000Ajr1EAAR,0016g00002RJx8CAAT,348072,AB,A60PM,CAP,348072
3473857,a0o6g00000H9TNjAAN,a0i6g00000AjrK4AAJ,a0i6g00000AjrK4AAJ,0016g00002RJqA6AAL,143986,AA,PUF48,CAP,143986
3473858,a0o6g00000H9TNkAAN,a0i6g00000Ajr1UAAR,a0i6g00000Ajr1UAAR,0016g00002RJpERAA1,348073,AB,A60PM,CAP,348073
3473859,a0o6g00000H9TNoAAN,a0i6g00000AjrFlAAJ,a0i6g00000AjrFlAAJ,0016g00002RJmjrAAD,11033,AD,A60PM,CAP,11033
3473860,a0o6g00000H9TNrAAN,a0i6g00000Ajr1mAAB,a0i6g00000Ajr1mAAB,0016g00002RJs9CAAT,90267,AC,A60PM,CAP,90267
3473861,a0o6g00000H9TNtAAN,a0i6g00000AjrGNAAZ,a0i6g00000AjrGNAAZ,0016g00002RK1tDAAT,348079,AB,A60PM,CAP,348079
3473862,a0o6g00000H9TNvAAN,a0i6g00000Ajr1zAAB,a0i6g00000Ajr1zAAB,0016g00002RK1cvAAD,121519,AB,A48PM,CAP,121519
3473863,a0o6g00000H9TNyAAN,a0i6g00000AjrJhAAJ,a0i6g00000AjrJhAAJ,0016g00002RJqY2AAL,90270,AC,A60PM,CAP,90270
3473864,a0o6g00000H9TNzAAN,a0i6g00000Ajr24AAB,a0i6g00000Ajr24AAB,0016g00002RJw8BAAT,90271,AC,A60PM,CAP,90271
3473865,a0o6g00000H9TO1AAN,a0i6g00000AjrJvAAJ,a0i6g00000AjrJvAAJ,0016g00002RK23FAAT,544380,AA,A48PM,CAP,544380
3473866,a0o6g00000H9TO2AAN,a0i6g00000Ajr7IAAR,a0i6g00000Ajr7IAAR,0016g00002RK1ywAAD,348085,AB,A60PM,CAP,348085
3473867,a0o6g00000H9TO3AAN,a0i6g00000AjrJ4AAJ,a0i6g00000AjrJ4AAJ,0016g00002RJzJxAAL,143991,AA,PUA48,CAP,143991
3473868,a0o6g00000H9TO4AAN,a0i6g00000AjrJ4AAJ,a0i6g00000AjrJ4AAJ,0016g00002RJzJxAAL,348088,AB,A60PM,CAP,348088
3473869,a0o6g00000H9TO5AAN,a0i6g00000Ajr7KAAR,a0i6g00000Ajr7KAAR,0016g00002RJmJJAA1,90283,AC,A60PM,CAP,90283
3473870,a0o6g00000H9TO7AAN,a0i6g00000Ajr4dAAB,a0i6g00000Ajr4dAAB,0016g00002RJnhlAAD,90275,AC,A60PM,CAP,90275
3473871,a0o6g00000H9TO9AAN,a0i6g00000AjrJSAAZ,a0i6g00000AjrJSAAZ,0016g00002RJx1AAAT,11036,AD,A60PM,CAP,11036
3473872,a0o6g00000H9TOAAA3,a0i6g00000Ajr4jAAB,a0i6g00000Ajr4jAAB,0016g00002RJnUnAAL,90277,AC,A60PM,CAP,90277
3473873,a0o6g00000H9TOBAA3,a0i6g00000Ajr4nAAB,a0i6g00000Ajr4nAAB,0016g00002RJt10AAD,121521,AB,A48PM,CAP,121521
3473874,a0o6g00000H9TOEAA3,a0i6g00000Ajr8TAAR,a0i6g000006OOE2AAO,0016g00002RJncsAAD,351352,AA,A48PU,CAP,351352
3473875,a0o6g00000H9TOeAAN,a0i6g00000Ajr6bAAB,a0i6g00000Ajr6bAAB,0016g00002RJno5AAD,306609,AA,A36PU,CAP,306609
3473876,a0o6g00000H9TOmAAN,a0i6g00000AjqysAAB,a0i6g00000AjqysAAB,0016g00002RJtOxAAL,544346,AA,A48PM,CAP,544346
3473877,a0o6g00000H9TOnAAN,a0i6g00000AjqyuAAB,a0i6g00000AjqyuAAB,0016g00002RJvpRAAT,10970,AD,D60PM,CAP,10970
3473878,a0o6g00000H9TOpAAN,a0i6g00000AjqyzAAB,a0i6g00000AjqyzAAB,0016g00002RJlkIAAT,121499,AB,A48PM,CAP,121499
3473879,a0o6g00000H9TOtAAN,a0i6g00000Ajqz7AAB,a0i6g00000Ajqz7AAB,0016g00002RJsz3AAD,10972,AD,A60PM,CAP,10972
3473880,a0o6g00000H9TOuAAN,a0i6g00000AjrKFAAZ,a0i6g00000AjrKFAAZ,0016g00002RJqjiAAD,90158,AC,A60PM,CAP,90158
3473881,a0o6g00000H9TOvAAN,a0i6g00000AjrOBAAZ,a0i6g00000AjrOBAAZ,0016g00002RJmDcAAL,348003,AB,A60PM,CAP,348003
3473882,a0o6g00000H9TOxAAN,a0i6g00000AjrJwAAJ,a0i6g00000AjrJwAAJ,0016g00002RJtwbAAD,90161,AC,A60PM,CAP,90161
3473883,a0o6g00000H9TOzAAN,a0i6g00000AjqzGAAR,a0i6g00000AjqzGAAR,0016g00002RJn04AAD,544347,AA,D48PM,CAP,544347
3473884,a0o6g00000H9TP1AAN,a0i6g00000AjqzKAAR,a0i6g00000AjqzKAAR,0016g00002RJokPAAT,51066,AA,PUC12,CAP,51066
3473885,a0o6g00000H9TP7AAN,a0i6g00000AjqzRAAR,a0i6g00000AjqzRAAR,0016g00002RJscyAAD,544353,AA,A48PM,CAP,544353
3473886,a0o6g00000H9TPFAA3,a0i6g00000AjrGhAAJ,a0i6g00000AjrGhAAJ,0016g00002RJrddAAD,455,AE,A60PM,CAP,455
3473887,a0o6g00000H9TPGAA3,a0i6g00000Ajr71AAB,a0i6g00000Ajr71AAB,0016g00002RK0wKAAT,90179,AC,A60PM,CAP,90179
3473888,a0o6g00000H9TPIAA3,a0i6g00000AjqzkAAB,a0i6g00000AjqzkAAB,0016g00002RK0W4AAL,90180,AC,A60PM,CAP,90180
3473889,a0o6g00000H9TPMAA3,a0i6g00000AjqztAAB,a0i6g00000AjqztAAB,0016g00002RJoWFAA1,90187,AC,A60PM,CAP,90187
3473890,a0o6g00000H9TPNAA3,a0i6g00000AjrOTAAZ,a0i6g00000AjrOTAAZ,0016g00002RJzw9AAD,90191,AC,A60PM,CAP,90191
3473891,a0o6g00000H9TPOAA3,a0i6g00000AjqzwAAB,a0i6g00000AjqzwAAB,0016g00002RJwO1AAL,544355,AA,A48PM,CAP,544355
3473892,a0o6g00000H9TPPAA3,a0i6g00000AjqzxAAB,a0i6g00000AjqzxAAB,0016g00002RJtp5AAD,90192,AC,A60PM,CAP,90192
3473893,a0o6g00000H9TPQAA3,a0i6g00000AjrFzAAJ,a0i6g00000AjrFzAAJ,0016g00002RJycJAAT,351318,AA,A48PU,CAP,351318
3473894,a0o6g00000H9TPRAA3,a0i6g00000AjqzyAAB,a0i6g00000AjqzyAAB,0016g00002RJodFAAT,90193,AC,A60PM,CAP,90193
3473895,a0o6g00000H9TPTAA3,a0i6g00000Ajr5DAAR,a0i6g00000Ajr5DAAR,0016g00002RJzKmAAL,348004,AB,D60PM,CAP,348004
3473896,a0o6g00000H9TPWAA3,a0i6g00000Ajr03AAB,a0i6g00000Ajr03AAB,0016g00002RK03lAAD,10976,AD,A60PM,CAP,10976
3473897,a0o6g00000H9TPhAAN,a0i6g00000Ajr0PAAR,a0i6g00000Ajr0PAAR,0016g00002RJzVQAA1,10981,AD,A60PM,CAP,10981
3473898,a0o6g00000H9TPiAAN,a0i6g00000Ajr0QAAR,a0i6g00000Ajr0QAAR,0016g00002RK0wNAAT,10982,AD,A60PM,CAP,10982
3473899,a0o6g00000H9TPpAAN,a0i6g00000AjqxoAAB,a0i6g00000AjqxoAAB,0016g00002RJxbMAAT,10995,AD,A60PM,CAP,10995
3473900,a0o6g00000H9TPqAAN,a0i6g00000AjrJBAAZ,a0i6g00000AjrJBAAZ,0016g00002RJyyvAAD,10996,AD,A60PM,CAP,10996
3473901,a0o6g00000H9TPtAAN,a0i6g00000AjrOHAAZ,a0i6g00000AjrOHAAZ,0016g00002RK0zqAAD,348012,AB,A60PM,CAP,348012
3473902,a0o6g00000H9TPxAAN,a0i6g00000Ajqy2AAB,a0i6g00000Ajqy2AAB,0016g00002RJwsVAAT,90207,AC,A60PM,CAP,90207
3473903,a0o6g00000H9TPyAAN,a0i6g00000AjrIwAAJ,a0i6g00000AjrIwAAJ,0016g00002RJyvdAAD,90208,AC,A60PM,CAP,90208
3473904,a0o6g00000H9TQ0AAN,a0i6g00000AjrH0AAJ,a0i6g00000AjrH0AAJ,0016g00002RK1t2AAD,90210,AC,A60PM,CAP,90210
